t,func,frame_id,raw0,raw1,raw2,raw3,gsx,gsy,gsz,agc,res0,res1,res2,res3,res4,res5
10.382,HRV,39,12333995,14117674,11345991,12612062,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.444,HRV,40,12335079,14119832,11346923,12614675,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.444,HRV,41,12337782,14121531,11348678,12617054,-93,229,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.444,HRV,42,12339778,14124090,11349914,12619905,-92,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.444,HRV,43,12342560,14126862,11351340,12622668,-92,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.444,HRV,44,12345633,14129245,11352910,12625620,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.463,HRV,45,12348080,14132664,11354496,12628340,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,833,803,0,0,30,2
10.463,HRV,46,12350810,14135470,11355818,12631642,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.463,HRV,47,12353088,14138636,11357328,12634269,-94,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.463,HRV,48,12356006,14140684,11359283,12636786,-94,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.464,HRV,49,12356647,14142450,11359640,12638851,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.556,HRV,50,12345975,14133783,11354420,12633273,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.556,HRV,51,12334378,14117026,11348431,12624100,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.556,HRV,52,12327317,14102567,11344242,12616345,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.556,HRV,53,12324014,14092091,11342589,12611176,-94,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.556,HRV,54,12323613,14086767,11342033,12608983,-94,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.556,HRV,55,12323510,14083227,11341750,12607908,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.615,HRV,56,12324482,14081306,11342168,12607310,-94,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.615,HRV,57,12325483,14079710,11342460,12608316,-94,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.615,HRV,58,12325781,14077910,11342178,12608173,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.615,HRV,59,12324969,14074797,11341162,12607660,-95,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.615,HRV,60,12323733,14071614,11340369,12606587,-95,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.615,HRV,61,12323733,14068749,11339788,12606142,-94,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.703,HRV,62,12324014,14067682,11339890,12606441,-94,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.703,HRV,63,12325217,14066948,11340532,12607346,-94,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.703,HRV,64,12327213,14068237,11341265,12609350,-94,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.703,HRV,65,12329354,14069909,11341947,12611278,-94,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.703,HRV,66,12331938,14071622,11342876,12613685,-94,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.703,HRV,67,12333527,14073346,11343764,12615808,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.738,HRV,68,12335028,14075070,11344413,12617898,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.915,HR,69,12336700,14076562,11345700,12619861,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.915,HR,70,12338783,14078942,11346494,12621695,-91,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,59,98,0,1,0,0
10.915,HR,71,12341162,14081255,11347263,12624169,-91,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.915,HR,72,12343080,14083566,11348456,12625969,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.915,HR,73,12346051,14086597,11349677,12628359,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.92,HR,74,12348856,14090452,11350836,12631207,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.92,HR,75,12351118,14094487,11351868,12634329,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.92,HR,76,12353626,14097943,11353107,12637035,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.92,HR,77,12356569,14101568,11354327,12640037,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.92,HR,78,12359376,14104750,11355607,12642307,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.92,HR,79,12357525,14106414,11354786,12643398,-92,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.977,HR,80,12343960,14094512,11346853,12634953,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.977,HR,81,12332032,14077511,11338116,12624255,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.977,HR,82,12324202,14062724,11331692,12615527,-93,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.977,HR,83,12320738,14054033,11327580,12610408,-93,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.977,HR,84,12319441,14049767,11325754,12608079,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.978,HR,85,12319407,14047275,11323999,12606808,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.978,HR,86,12320004,14046328,11322907,12606775,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.978,HR,87,12320098,14045843,11321857,12606757,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.978,HR,88,12320081,14044170,11319981,12607124,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.978,HR,89,12317836,14041550,11317770,12605716,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
10.978,HR,90,12316319,14038794,11315244,12604358,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.062,HR,91,12315816,14036211,11313512,12602976,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.062,HR,92,12316175,14035827,11312530,12603635,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.063,HR,93,12318024,14037807,11312532,12605126,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.063,HR,94,12320004,14039861,11312590,12606790,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.063,HR,95,12322179,14042003,11313061,12609291,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,58,98,0,1,0,0
11.152,HR,96,12324159,14045900,11313590,12611960,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.152,HR,97,12325899,14049134,11314076,12614706,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.152,HR,98,12327460,14052455,11314170,12616671,-93,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.152,HR,99,12329380,14055618,11314597,12619408,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.152,HR,100,12330951,14058989,11315270,12621815,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.152,HR,101,12332920,14062479,11315237,12624177,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.188,HR,102,12335454,14065198,11316216,12627009,-90,165,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.217,HRV,69,12336700,14076562,11345700,12619861,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.217,HRV,70,12338783,14078942,11346494,12621695,-91,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,826,806,0,0,30,2
11.217,HRV,71,12341162,14081255,11347263,12624169,-91,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.217,HRV,72,12343080,14083566,11348456,12625969,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.241,HRV,73,12346051,14086597,11349677,12628359,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.241,HRV,74,12348856,14090452,11350836,12631207,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.241,HRV,75,12351118,14094487,11351868,12634329,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.241,HRV,76,12353626,14097943,11353107,12637035,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.241,HRV,77,12356569,14101568,11354327,12640037,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.241,HRV,78,12359376,14104750,11355607,12642307,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.275,HRV,79,12357525,14106414,11354786,12643398,-92,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.275,HRV,80,12343960,14094512,11346853,12634953,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.275,HRV,81,12332032,14077511,11338116,12624255,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.275,HRV,82,12324202,14062724,11331692,12615527,-93,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.275,HRV,83,12320738,14054033,11327580,12610408,-93,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.361,HRV,84,12319441,14049767,11325754,12608079,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.361,HRV,85,12319407,14047275,11323999,12606808,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.361,HRV,86,12320004,14046328,11322907,12606775,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.361,HRV,87,12320098,14045843,11321857,12606757,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.361,HRV,88,12320081,14044170,11319981,12607124,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
11.361,HRV,89,12317836,14041550,11317770,12605716,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.119,HRV,90,12316319,14038794,11315244,12604358,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.119,HRV,91,12315816,14036211,11313512,12602976,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.119,HRV,92,12316175,14035827,11312530,12603635,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.119,HRV,93,12318024,14037807,11312532,12605126,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.119,HRV,94,12320004,14039861,11312590,12606790,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.172,HRV,95,12322179,14042003,11313061,12609291,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,738,0,0,0,30,1
12.172,HRV,96,12324159,14045900,11313590,12611960,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.172,HRV,97,12325899,14049134,11314076,12614706,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.172,HRV,98,12327460,14052455,11314170,12616671,-93,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.172,HRV,99,12329380,14055618,11314597,12619408,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.237,HRV,100,12330951,14058989,11315270,12621815,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.237,HRV,101,12332920,14062479,11315237,12624177,-94,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.237,HRV,102,12335454,14065198,11316216,12627009,-90,165,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.531,HR,103,12337929,14069277,11317088,12629885,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.531,HR,104,12340870,14073355,11317975,12632964,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.531,HR,105,12343073,14077349,11319145,12635890,-92,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.531,HR,106,12346111,14081324,11320064,12638545,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.531,HR,107,12349700,14085973,11321250,12640864,-98,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.539,HR,108,12347109,14086058,11319793,12641079,-98,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.539,HR,109,12331249,14070267,11309272,12630559,-95,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.539,HR,110,12316909,14049936,11297354,12617319,-93,229,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.539,HR,111,12308154,14032472,11289266,12606926,-94,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.539,HR,112,12305048,14022961,11285411,12600999,-94,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.539,HR,113,12303565,14018739,11282714,12598337,-92,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.595,HR,114,12303316,14015624,11281366,12596988,-90,230,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.595,HR,115,12303633,14014574,11280149,12596205,-92,228,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.595,HR,116,12303701,14012552,11278809,12595912,-95,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.595,HR,117,12300920,14008244,11276343,12594250,-97,224,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.595,HR,118,12297490,13999396,11273458,12590693,-95,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.595,HR,119,12294478,13992120,11271565,12587560,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.596,HR,120,12294403,13987105,11270935,12585812,-92,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,57,98,0,1,0,0
12.596,HR,121,12297712,13984017,11273613,12585190,-90,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.596,HR,122,12301482,13983044,11276896,12585413,-92,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.596,HR,123,12306916,13982813,11280454,12587322,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.596,HR,124,12315150,13982335,11285998,12589480,-96,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.657,HR,125,12322248,13982021,11290930,12590930,-94,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.657,HR,126,12329116,13981268,11295829,12592672,-94,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.657,HR,127,12334780,13981099,11299930,12592662,-96,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.657,HR,128,12339439,13980681,11303617,12591999,-99,223,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.657,HR,129,12342936,13979623,11306338,12591724,-107,214,-458,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.657,HR,130,12346264,13979555,11308779,12590769,-115,204,-463,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.657,HR,131,12347833,13980074,11310339,12590546,-96,230,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.657,HR,132,12347551,13979545,11313565,12587715,-71,265,-438,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.657,HR,133,12349369,13983136,11319280,12586930,-73,266,-436,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.657,HR,134,12358198,13987941,11331199,12587715,-98,236,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.657,HR,135,12350478,14002665,11334329,12590139,-114,216,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
12.657,HR,136,12320449,14012006,11325235,12586606,-104,222,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.134,HRV,103,12337929,14069277,11317088,12629885,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.134,HRV,104,12340870,14073355,11317975,12632964,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.134,HRV,105,12343073,14077349,11319145,12635890,-92,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.135,HRV,106,12346111,14081324,11320064,12638545,-94,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.135,HRV,107,12349700,14085973,11321250,12640864,-98,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.136,HRV,108,12347109,14086058,11319793,12641079,-98,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.136,HRV,109,12331249,14070267,11309272,12630559,-95,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.136,HRV,110,12316909,14049936,11297354,12617319,-93,229,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.136,HRV,111,12308154,14032472,11289266,12606926,-94,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.136,HRV,112,12305048,14022961,11285411,12600999,-94,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.136,HRV,113,12303565,14018739,11282714,12598337,-92,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.192,HRV,114,12303316,14015624,11281366,12596988,-90,230,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.192,HRV,115,12303633,14014574,11280149,12596205,-92,228,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.192,HRV,116,12303701,14012552,11278809,12595912,-95,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.192,HRV,117,12300920,14008244,11276343,12594250,-97,224,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.192,HRV,118,12297490,13999396,11273458,12590693,-95,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.192,HRV,119,12294478,13992120,11271565,12587560,-93,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.281,HRV,120,12294403,13987105,11270935,12585812,-92,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,764,766,0,0,30,2
13.281,HRV,121,12297712,13984017,11273613,12585190,-90,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.281,HRV,122,12301482,13983044,11276896,12585413,-92,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.281,HRV,123,12306916,13982813,11280454,12587322,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.281,HRV,124,12315150,13982335,11285998,12589480,-96,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.376,HRV,125,12322248,13982021,11290930,12590930,-94,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.376,HRV,126,12329116,13981268,11295829,12592672,-94,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.376,HRV,127,12334780,13981099,11299930,12592662,-96,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.376,HRV,128,12339439,13980681,11303617,12591999,-99,223,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.376,HRV,129,12342936,13979623,11306338,12591724,-107,214,-458,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.376,HRV,130,12346264,13979555,11308779,12590769,-115,204,-463,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.433,HRV,131,12347833,13980074,11310339,12590546,-96,230,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.433,HRV,132,12347551,13979545,11313565,12587715,-71,265,-438,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.433,HRV,133,12349369,13983136,11319280,12586930,-73,266,-436,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.433,HRV,134,12358198,13987941,11331199,12587715,-98,236,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.433,HRV,135,12350478,14002665,11334329,12590139,-114,216,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.433,HRV,136,12320449,14012006,11325235,12586606,-104,222,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.616,HR,137,12302797,13994406,11310477,12579072,-106,218,-455,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.616,HR,138,12300527,13971841,11294266,12573424,-89,235,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.616,HR,139,12297303,13949798,11281290,12568853,-82,240,-445,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.616,HR,140,12297652,13933340,11276018,12561661,-84,232,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.616,HR,141,12297182,13923275,11272912,12557684,-88,230,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.641,HR,142,12297132,13912592,11274141,12552266,-91,229,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
